IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",36,"1985",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",278608903.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",36,"1985",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",281054866.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",37,"1986",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",286824262.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",37,"1986",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",289142736.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",38,"1987",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",295207336
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",38,"1987",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",297393700.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",39,"1988",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",303670331.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",39,"1988",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",305717057
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",40,"1989",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",312207028.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",40,"1989",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",314151848.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",41,"1990",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",320988707
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",41,"1990",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",322786323
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",42,"1991",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",329699100.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",42,"1991",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",331404404
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",43,"1992",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",338291941
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",43,"1992",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",340265872.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",44,"1993",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",347517106.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",44,"1993",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",349104381.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",45,"1994",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",356337537.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",45,"1994",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",358164850
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",46,"1995",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",364833768
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",46,"1995",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",367861387
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",47,"1996",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",373729026.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",47,"1996",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",377744455
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",48,"1997",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",382852010.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",48,"1997",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",387532395
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",49,"1998",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",392661875
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",49,"1998",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",397319575
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",50,"1999",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",402712366
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",50,"1999",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",407367189.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",51,"2000",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",412964031
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",51,"2000",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",417618497
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",52,"2001",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",423523642
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",52,"2001",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",428166445.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",53,"2002",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",434413509.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",53,"2002",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",438997552
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",54,"2003",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",445635556
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",54,"2003",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",450098672
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",55,"2004",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",457214274
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",55,"2004",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",461563944.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",56,"2005",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",469139347.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",56,"2005",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",473407034.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",57,"2006",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",481382147
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",57,"2006",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",485549998.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",58,"2007",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",494005245.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",58,"2007",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",498050353.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",59,"2008",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",507087240.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",59,"2008",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",510978042
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",60,"2009",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",520511605
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",60,"2009",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",524265927.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",61,"2010",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",534303226
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",61,"2010",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",537913269.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",62,"2011",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",548391383.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",62,"2011",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",551757218
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",63,"2012",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",562873422
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",63,"2012",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",565970031.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",64,"2013",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",577987565
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",64,"2013",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",580792729
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",65,"2014",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",593337537
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",65,"2014",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",595882802
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",66,"2015",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",608905022
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",66,"2015",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",611170473
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",67,"2016",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",624541085
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",67,"2016",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",626667378
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",68,"2017",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",640421901.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",68,"2017",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",642480213
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",69,"2018",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",656764517.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",69,"2018",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",658645249
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",70,"2019",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",673121004
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",70,"2019",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",674884488.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",71,"2020",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",689555592.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",71,"2020",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",691265577
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",72,"2021",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",706044697.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",72,"2021",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",707708354.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",73,"2022",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",722637270
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",73,"2022",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",724246381
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",74,"2023",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",739599471
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",74,"2023",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",741171054
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",75,"2024",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",756814286.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",75,"2024",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",758326562.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",76,"2025",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",774206116.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",903,"Africa","A9","AFR",76,"2025",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",775661462.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",31,"1980",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",124143701
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",31,"1980",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",130358685.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",32,"1981",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",125499818.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",32,"1981",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",131657636
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",33,"1982",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",126902324.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",33,"1982",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",132932859
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",34,"1983",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",128316643.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",34,"1983",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",134195259.49999999
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",35,"1984",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",129713227
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",35,"1984",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",135425130.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",36,"1985",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",131094030.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",36,"1985",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",136638913.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",37,"1986",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",132446834.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",37,"1986",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",137833947.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",38,"1987",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",133789686.50000001
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",38,"1987",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",139029400.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",39,"1988",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",135172863
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",39,"1988",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",140266173.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",40,"1989",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",136601502
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",40,"1989",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",141558397
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",41,"1990",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",138288751.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",41,"1990",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",142993620
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",42,"1991",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",140164511.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",42,"1991",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",144584153
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",43,"1992",4,"Median",1,"Male",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",142002915
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",905,"Northern America","XU","NAC",43,"1992",4,"Median",2,"Female",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",146223728
