"business_id","phone_number","name","full_address","latitude","longitude","review_count","rating","timezone","website","place_id","place_link","types","price_level","Wednesday","Thursday","Friday","Saturday","Sunday","Monday","Tuesday","city","verified","photos","state","description"
"0x8e468262a6cec949:0xd0595dbbf3324ac","","sr WOK ORIENTAL BUFFET","sr WOK ORIENTAL BUFFET, Cl. 9 Sur #105, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.1959914","-75.5745032","43","3.5","America/Bogota","http://www.srwok.com/","ChIJScnOpmKCRo4RrCQzv9uVBQ0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e468262a6cec949:0xd0595dbbf3324ac","Chinese restaurant","$$","11AM9PM","11AM9PM","11AM9PM","11AM10PM","11AM9PM","11AM9PM","11AM9PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipOoH8Nr3um3YpSNV1XevOxJGpdoNjG3wFt4qXKK=w203-h152-k-no","Open  Closes 9PM",""
"0x8e468262aaf479ad:0xfb5b633ec3f5ca66","+576043134244","Asia Express","Asia Express, Av. El Poblado #7S/170 Local 4009, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.196852","-75.5743513","20","3.2","America/Bogota","","ChIJrXn0qmKCRo4RZsr1wz5jW_s","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e468262aaf479ad:0xfb5b633ec3f5ca66","Asian restaurant","","129PM","129PM","129PM","1210PM","1210PM","129PM","129PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipN1TT_g_PYKUwNMO3To6xr4HecB1Mv64qHJAfc=w203-h160-k-no","Open  Closes 10PM",""
"0x8e44282afdcf636b:0xdd238cae2c92e213","+573137913260","Restaurante El Sabor Chino","Restaurante El Sabor Chino, Cra. 43B #8-47, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2098303999999995","-75.5717107","159","3.9","America/Bogota","","ChIJa2PP_SooRI4RE-KSLK6MI90","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44282afdcf636b:0xdd238cae2c92e213","Chinese restaurant","$","10AM9PM","10AM9PM","10AM9PM","10AM9PM","10AM9PM","10AM9PM","10AM9PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipMxr552kpttsUQ4__12Y2oJvQJ4zhAafGK9ARzU=w203-h152-k-no","Open  Closes 9PM",""
"0x8e4683afa61fb77b:0x384231d570750938","+573152905153","PAPITAS MOLI","PAPITAS MOLI, Cl. 10 Sur #54 - 135, Guayabal, Medelln, Guayabal, Medelln, Antioquia, Colombia","6.200830799999999","-75.5937807","2","5","America/Bogota","","ChIJe7cfpq-DRo4ROAl1cNUxQjg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683afa61fb77b:0x384231d570750938","Hong Kong style fast food restaurant, Chinese takeaway","","6AM12PM","6AM12PM","6AM12PM","6AM4AM","6AM12PM","6AM12PM","6AM12PM","Medellin, Antioquia, Colombia","true","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VQSCmqxoRkZ9L6NEtIYIOg&cb_client=search.gws-prod.gps&w=203&h=100&yaw=190.25081&pitch=0&thumbfov=100","Closed  Opens 6AM Mon",""
"0x8e442968d13d3e45:0x259ed00c3514ea74","+573214002345","La peira comida china","La peira comida china, Cl. 12 #114, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2140775999999995","-75.57273479999999","1","1","America/Bogota","","ChIJRT490WgpRI4RdOoUNQzQniU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e442968d13d3e45:0x259ed00c3514ea74","Chinese restaurant","","","","","","","","","Medellin, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lG9Ln3ody5qcYn3l7KSmUw&cb_client=search.gws-prod.gps&w=203&h=100&yaw=9.899715&pitch=0&thumbfov=100","",""
"0x8e46828103195d6f:0xe730daa85f8f6431","","Panda Express","Panda Express, El Poblado #150 L 327, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2040821","-75.5710507","4","2.5","America/Bogota","","ChIJb10ZA4GCRo4RMWSPX6jaMOc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46828103195d6f:0xe730daa85f8f6431","Chinese restaurant","","11AM7PM","11AM7PM","11AM7PM","11AM8PM","11AM8PM","11AM7PM","11AM7PM","Medellin, Antioquia, Colombia","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGNkLoLkWUWQp7J8FkJtl80YcsvEhA2U_ccBKmIW9vERSHCVmz-E_MxiI1DmGn2wHsKzSxltijXJLoQp7vL5TvIZF_XtuE-9m6Q4SJa4bKAMRwmcjeBJCHuvndy41EiDHuxsn4L8tVVnazc_RaUgks0iY2b2OhELK7hb3Q86c-9xdVe4JGDojU-bR1MHQ_92ZidnHw=w203-h152-k-no","Open  Closes 8PM",""
"0x8e4429c370efee0d:0x25e29b5c1c7bf662","+573154799593","Comida China e Internacional Zhen zhu","Comida China e Internacional Zhen zhu, Cra. 70 #13a-33, Medelln, Beln, Medelln, Antioquia, Colombia","6.220426499999999","-75.59271369999999","85","3.9","America/Bogota","","ChIJDe7vcMMpRI4RYvZ7HFyb4iU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429c370efee0d:0x25e29b5c1c7bf662","Chinese restaurant","","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","10:30AM9:30PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipMRkFiKqsYB16Ss00lEzt-SGBliHmNRVViVOza_=w203-h152-k-no","Open  Closes 9:30PM",""
"0x8e46823f58321a0f:0x52d33a35f890faf9","","Restaurante Fu-Wah","Restaurante Fu-Wah, Cl. 72 #5083, El Carmelo, Itagi, Antioquia, Colombia","6.1828224","-75.5977156","","","America/Bogota","","ChIJDxoyWD-CRo4R-fqQ-DU601I","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46823f58321a0f:0x52d33a35f890faf9","Restaurant","","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","Itag, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jb-z4MRegX3ifHqVjxpNmQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=229.86943&pitch=0&thumbfov=100","Open  Closes 9PM",""
"0x8e46825161cd810b:0xf19a77681f4dbb97","+576043323180","Chinesse Food","Chinesse Food, Tv. 34D Sur #32A-22, Zona 9, Envigado, Antioquia, Colombia","6.1714994999999995","-75.581695","52","4.4","America/Bogota","https://www.aiyellow.com/restaurantechinochinessefod/","ChIJC4HNYVGCRo4Rl7tNH2h3mvE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46825161cd810b:0xf19a77681f4dbb97","Chinese restaurant","","10AM7PM","10AM7PM","10AM7PM","10AM7PM","10AM7PM","10AM7PM","10AM7PM","Envigado, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipOWHNocSbqhAiwIyenJamyajJeypdI_sdabxRCF=w203-h113-k-no","Open  Closes 7PM",""
"0x8e46824e20c6d3a5:0x9d24447a6907bab5","+573127204000","RESTAURANTE CHINO NUEVO LAI KING","RESTAURANTE CHINO NUEVO LAI KING, Cra. 43 #33 Sur-50, Zona 9, Envigado, Antioquia, Colombia","6.1731304","-75.58586009999999","326","4","America/Bogota","https://www.laiking.com.co/","ChIJpdPGIE6CRo4RtboHaXpEJJ0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46824e20c6d3a5:0x9d24447a6907bab5","Chinese restaurant, Asian fusion restaurant, Fine dining restaurant, Restaurant, Steak house","$","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","Envigado, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipPcGgvYEz5m-OqhAR28Lg3AOSzwnC1Ayk6BDnhg=w203-h270-k-no","Open  Closes 10PM",""
"0x8e4428257bbb0b75:0x13ca03837160f18a","+576046041005","Asia Restaurant","Asia Restaurant, Cl. 16 #30 145, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2152538999999996","-75.5623944","1171","4.1","America/Bogota","https://restauranteasia.com.co/","ChIJdQu7eyUoRI4RivFgcYMDyhM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4428257bbb0b75:0x13ca03837160f18a","Chinese restaurant, Restaurant","$$","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","11AM10PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOOCmFpHCPXpYIrmU-VxA6zXLqGeIgDTJh-5owZ=w203-h152-k-no","Open  Closes 10PM",""
"0x8e46824eb5c4de53:0x73a636b0c953a8e8","+576042710995","Restaurante Dragn Chino","Restaurante Dragn Chino, Cl. 37 Sur #46a-05, Zona 8, Envigado, Antioquia, Colombia","6.1728347","-75.5913702","361","4.2","America/Bogota","https://business.google.com/v/_/AKsrIN2xmL1ZfHeyM9s2Ei-2-GojtJ8AWjuVByO_-92-4rD8E3k-PQ4/2a0f/_?exp=1778401&myads=1","ChIJU97EtU6CRo4R6KhTybA2pnM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46824eb5c4de53:0x73a636b0c953a8e8","Chinese restaurant","$","10:30AM9PM","10:30AM9PM","10:30AM9PM","10AM9PM","10AM9PM","10:30AM9PM","10:30AM9PM","Envigado, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipNQ4y8BcQXqmR-wQCCbGNI5V4l3Hq-6KimF-6y_=w203-h227-k-no","Open  Closes 9PM",""
"0x8e468359a0c573fd:0xd1fedacc15a91294","+573022413385","Oriente Chino","Oriente Chino, Cra. 32 #4 Sur-80, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.196723899999999","-75.5652271","7","3.1","America/Bogota","","ChIJ_XPFoFmDRo4RlBKpFcza_tE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e468359a0c573fd:0xd1fedacc15a91294","Restaurant","","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipPDrcnCDUEHpV_Qn-YAKXzKXW2q12zUnZl63izw=w203-h148-k-no","Open  Closes 9PM",""
"0x8e46837021176f45:0x8d40084a66f334f0","+573015766627","Estrella China Envigado","Estrella China Envigado, Cra. 43A #36sur 32, Zona 9, Envigado, Antioquia, Colombia","6.171418999999999","-75.5879293","45","3.2","America/Bogota","","ChIJRW8XIXCDRo4R8DTzZkoIQI0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46837021176f45:0x8d40084a66f334f0","Chinese restaurant","","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","10:30AM9PM","Envigado, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipOlarvHqP-8hAJz-ccO4ujGF0jysWqVRf9ocKE7=w203-h134-k-no","Open  Closes 9PM",""
"0x8e46829d775c176b:0x7d957b33c382f7af","+573054880095","Restaurante In China","Restaurante In China, Cra. 30, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2062479999999995","-75.559984","684","4.5","America/Bogota","http://www.inchina.co/","ChIJaxdcd52CRo4Rr_eCwzN7lX0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46829d775c176b:0x7d957b33c382f7af","Chinese restaurant","$$","10:30AM9PM","Closed","10:30AM9PM","10:30AM9PM","10:30AM7:30PM","10:30AM9PM","10:30AM9PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipMBwylHbZofOOzJuzzgE96GiTgZmmqp3A5xnC5n=w203-h114-k-no","Open  Closes 7:30PM",""
"0x8e46827829b89475:0xf2e775199e9d5a78","","Comidas Rpidas Don Pedro","Comidas Rpidas Don Pedro, Cra. 51B #3 Sur20, Guayabal, Medelln, Guayabal, Medelln, Antioquia, Colombia","6.2054697","-75.5857695","53","3.9","America/Bogota","","ChIJdZS4KXiCRo4ReFqdnhl15_I","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46827829b89475:0xf2e775199e9d5a78","Fast food restaurant","","5PM12AM","5PM12AM","5PM12AM","5PM12AM","5PM12AM","Closed","Closed","Medellin, Antioquia, Colombia","false","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldftXkV4GiiYwSWai57HeA&cb_client=search.gws-prod.gps&w=203&h=100&yaw=135.69363&pitch=0&thumbfov=100","Open  Closes 12AM",""
"0x8e442829b9dde643:0x308fd75b67c4f855","+573043962418","Bao Bei Cocina Asitica Contempornea","Bao Bei Cocina Asitica Contempornea, Cra. 43F #11-55, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2132809","-75.5737515","883","4.6","America/Bogota","http://www.facebook.com/baobeicolombia","ChIJQ-bduSkoRI4RVfjEZ1vXjzA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e442829b9dde643:0x308fd75b67c4f855","Asian restaurant","$$","6:3010PM","6:3010PM","6:3010PM","6:3010PM","Closed","Closed","6:3010PM","Medellin, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipO_5GveCoBjFhP955l3tL1aqmssf3vfdqeaGxV6=w203-h152-k-no","Closed  Opens 6:30PM Tue",""
"0x8e4429eb062e4d77:0x12cf381974228d53","+576042387429","Bella China","Bella China, Av. 80 #20A-131, Medelln, Beln, Medelln, Antioquia, Colombia","6.2263584","-75.6012113","142","4.2","America/Bogota","","ChIJd00uBuspRI4RU40idBk4zxI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429eb062e4d77:0x12cf381974228d53","Chinese restaurant","","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","10AM10PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipOvWfyuY6koTtoxEpBXm6FJd7g0PpEewJjJkmFT=w203-h152-k-no","Open  Closes 10PM",""
"0x8e46824dfb17323d:0xdf67d4618d36535a","+576042702350","New Shop Zui","New Shop Zui, Cra. 42 #35S-69, Zona 9, Envigado, Antioquia, Colombia","6.171113","-75.586525","200","4","America/Bogota","","ChIJPTIX-02CRo4RWlM2jWHUZ98","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46824dfb17323d:0xdf67d4618d36535a","Chinese restaurant","$$","11AM8PM","11AM8PM","11AM8PM","11AM11PM","11AM8PM","11AM8PM","11AM8PM","Envigado, Antioquia, Colombia","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGMBMw5SK2bdfoQExtXBMbWRB-0fFg5-LrRMTCkHIxjVi2GN4RbPrQB6UfGV13-N-UdkNKK8BbXG26cOzYRnSDezlR05qN824rwIqFkqAFc90gQyniw_PY2R4QUbKGz8E1yrGAjDju_V-wD_Kz2_cv907FPTpGoIPCDtKua-GzRRoo-xgyAjJ1L4etXqDxJ7lUQxtc=w203-h152-k-no","Open  Closes 8PM",""
"0x8e4683eaa03bd3b5:0xc1cdcc6b9ef961b8","+576043666918","Restaurante Kowloon","Restaurante Kowloon, Cra. 41 #38 Sur-58, Zona 9, Envigado, Antioquia, Colombia","6.1686331999999995","-75.5867365","87","4.6","America/Bogota","https://instagram.com/restaurantekowloon?igshid=OGQ5ZDc2ODk2ZA==","ChIJtdM7oOqDRo4RuGH5nmvMzcE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683eaa03bd3b5:0xc1cdcc6b9ef961b8","Chinese restaurant","","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","11AM8:30PM","Envigado, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipNbpJ4-pv3qV9AVxZTNrlUsb8sAyAwG-FpAQCYg=w203-h270-k-no","Open  Closes 8:30PM",""
"0x8e46823221c6d169:0x2214071f517ef92b","","EL GRAN FOGON CHINO","EL GRAN FOGON CHINO, Cra. 49 #52 27, Los Naranjos, Itagi, Antioquia, Colombia","6.1719846","-75.6075164","182","3.6","America/Bogota","","ChIJadHGITKCRo4RK_l-UR8HFCI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e46823221c6d169:0x2214071f517ef92b","Chinese restaurant","$","11AM9PM","11AM9PM","11AM9PM","10:30AM9PM","10:30AM9PM","11AM9PM","11AM9PM","Itag, Antioquia, Colombia","true","https://lh5.googleusercontent.com/p/AF1QipP-4y3FDPW6jkJXrv2khk_M6_IDyMUBFz-PM0mE=w203-h270-k-no","Open  Closes 9PM",""
"0x8e468231e82669ed:0x7c0a28502d15fa0d","+576044481238","Restaurante Amistad China","Restaurante Amistad China, Cra. 51 #5224, Villa Paula, Itagi, Antioquia, Colombia","6.1734585","-75.6083506","285","3.8","America/Bogota","","ChIJ7Wkm6DGCRo4RDfoVLVAoCnw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e468231e82669ed:0x7c0a28502d15fa0d","Chinese restaurant","$$","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","Itag, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipPw9Hg4nUq80nG8NSqx82RQuleli3LPIgVH2KTo=w203-h175-k-no","Open  Closes 9PM",""
"0x8e44282b0c984c3b:0x559d090e99450b21","+573137553589","Restaurante Hong Fu","Restaurante Hong Fu, Cl 10 #43b 65, El Poblado, Medelln, El Poblado, Medelln, Antioquia, Colombia","6.2110259999999995","-75.5718375","87","4.1","America/Bogota","","ChIJO0yYDCsoRI4RIQtFmQ4JnVU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e44282b0c984c3b:0x559d090e99450b21","Chinese restaurant, Chinese takeaway, Delivery Restaurant","$","","","","","","","","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNB9MLizUzBdvjJNcZlqkjmtFVmQSD7dYuAZnh7=w203-h114-k-no","",""
"0x8e4429ea537e6e0b:0x7f63e5c3cd259f7a","+573108402278","Nueva Hermana China","Nueva Hermana China, Av. 80 #20a-36, Medelln, Beln, Medelln, Antioquia, Colombia","6.2258249","-75.60019679999999","84","3.7","America/Bogota","https://empresite.eleconomistaamerica.co/NUEVO-HERMANA-CHINA-SAS.html","ChIJC25-U-opRI4Rep8lzcPlY38","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4429ea537e6e0b:0x7f63e5c3cd259f7a","Mandarin restaurant","","9:30AM9PM","9:30AM9PM","9:30AM9PM","9:30AM9PM","9:30AM9PM","9:30AM9PM","9:30AM9PM","Medellin, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipN4iUPRsRYnEtVfmeYS9BswAMOl35d2_v721Xqk=w203-h270-k-no","Open  Closes 9PM",""
"0x8e4683bed718a5d5:0x45450d8756217960","+573135850595","Sr Wok","Sr Wok, Cl. 36 Sur #49-2, Zona 1, Envigado, Antioquia, Colombia","6.176395599999999","-75.5918591","25","3.4","America/Bogota","","ChIJ1aUY176DRo4RYHkhVocNRUU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x8e4683bed718a5d5:0x45450d8756217960","Restaurant","","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","11AM9PM","Envigado, Antioquia, Colombia","false","https://lh5.googleusercontent.com/p/AF1QipNFQe-OJObFzOuYNgeOb4wmo2hDvVtRblN_trMo=w203-h114-k-no","Open  Closes 9PM",""
